id,pid,ms_subclass,ms_zoning,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,heating_qc,2nd_flr_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,saleprice
1163,533212050,160,FV,8.064636475774222,4,Inside,Somerst,2Story,6,5,2005,2005,MetalSd,None,0.0,PConc,390.0,210.0,600.0,5,600,1.0,0.0,2,1,2,1,5,0,2.0,0,166,5,2008,12.013700752882718
205,903430080,70,RM,8.028781162487148,4,Inside,OldTown,2Story,6,8,1920,1993,VinylSd,None,0.0,BrkTil,0.0,662.0,662.0,5,662,0.0,1.0,1,0,3,1,6,0,1.0,0,0,2,2010,11.711776323715394
2687,903425190,50,RM,10.407892608499196,1,Inside,OldTown,1.5Fin,6,5,1962,1962,BrkFace,None,0.0,CBlock,0.0,1595.0,1595.0,3,875,0.0,0.0,2,0,5,1,8,1,2.0,0,0,10,2006,12.301382825334498
1436,907176010,60,RL,9.483568487457813,3,Corner,CollgCr,2Story,6,5,1997,1997,VinylSd,BrkFace,128.0,PConc,688.0,176.0,864.0,5,899,1.0,0.0,2,1,3,1,6,0,2.0,0,96,7,2008,12.281643832377247
444,528142090,20,RL,9.338029733117072,3,Inside,NridgHt,1Story,8,5,2004,2005,MetalSd,Stone,42.0,PConc,1039.0,797.0,1836.0,5,0,1.0,0.0,2,0,3,1,7,1,3.0,125,185,3,2009,12.542544882151386
1067,528172080,20,RL,9.291459423260974,3,Corner,NridgHt,1Story,8,5,2003,2004,VinylSd,BrkFace,504.0,PConc,1149.0,454.0,1603.0,5,0,1.0,0.0,2,0,2,1,7,1,3.0,216,28,6,2008,12.556729517143344
2290,923228290,180,RM,7.568379267836522,4,Inside,MeadowV,SFoyer,4,6,1970,1970,CemntBd,None,0.0,CBlock,131.0,0.0,630.0,4,0,1.0,0.0,1,0,1,1,3,0,0.0,0,0,12,2007,11.344506813345266
168,535476350,20,RL,9.186047679407139,4,Inside,NAmes,1Story,6,7,1963,1984,Wd Sdng,BrkFace,218.0,CBlock,717.0,415.0,1395.0,3,0,1.0,0.0,1,0,2,1,7,1,2.0,657,0,5,2010,12.165250651009918
2643,902108060,70,RM,8.283999304248526,4,Inside,OldTown,2Story,7,8,1930,1950,Wd Sdng,None,0.0,BrkTil,0.0,502.0,502.0,3,502,0.0,0.0,1,0,2,1,5,1,1.0,280,0,7,2006,11.56171562913966
2802,907290080,20,RL,9.116029692504942,4,Inside,CollgCr,1Story,7,5,2004,2005,VinylSd,None,0.0,PConc,24.0,1836.0,1860.0,5,0,0.0,0.0,2,0,3,1,8,1,2.0,120,33,10,2006,12.28690119819279
1224,534455030,20,RL,9.169518377455928,4,Inside,NAmes,1Story,5,6,1960,1960,MetalSd,BrkFace,203.0,CBlock,658.0,638.0,1296.0,3,0,0.0,0.0,2,0,3,1,6,0,2.0,0,22,2,2008,11.86005499606543
1382,905104180,20,RL,9.186457431512851,3,FR2,Sawyer,1Story,5,7,1967,2003,VinylSd,None,0.0,CBlock,702.0,192.0,894.0,5,0,1.0,0.0,1,0,3,1,5,0,2.0,0,0,5,2008,11.77528972943772
853,907200230,20,RL,9.039552050995901,4,Inside,CollgCr,1Story,5,5,1978,1978,HdBoard,BrkFace,136.0,CBlock,616.0,424.0,1040.0,3,0,0.0,0.0,2,0,3,1,5,0,0.0,0,0,8,2009,11.728036844587175
2585,535304020,20,RL,9.455480221162288,4,Inside,NAmes,1Story,5,6,1952,2003,MetalSd,None,0.0,CBlock,658.0,350.0,1008.0,5,0,1.0,0.0,1,0,2,1,4,0,1.0,0,154,1,2006,11.845819880243557
2193,908275240,20,RL,9.008468955937513,4,Inside,Edwards,1Story,4,5,1955,1955,WdShing,None,0.0,CBlock,682.0,182.0,864.0,3,0,1.0,0.0,1,0,3,1,5,0,2.0,196,0,10,2007,11.280678099406549
2262,916384080,20,RL,9.109082539901955,3,Inside,Timber,1Story,8,5,2006,2006,VinylSd,BrkFace,32.0,PConc,428.0,1048.0,1476.0,5,0,0.0,0.0,2,0,2,1,6,1,2.0,120,33,12,2007,12.490875577231112
1528,909253190,30,RL,8.747034264178168,4,Inside,SWISU,1Story,6,5,1930,1950,Wd Sdng,None,0.0,BrkTil,384.0,384.0,768.0,3,0,0.0,0.0,1,0,2,1,4,0,1.0,0,141,4,2008,11.418614785498987
370,527276160,60,RL,9.38429367909962,4,Inside,Gilbert,2Story,5,6,1977,1977,HdBoard,BrkFace,157.0,PConc,400.0,722.0,1122.0,5,988,1.0,0.0,2,1,3,1,6,1,2.0,0,176,7,2009,12.128111104060462
2629,535456020,20,RL,8.980298078970817,4,Inside,NAmes,1Story,5,6,1959,1959,BrkFace,None,0.0,CBlock,179.0,465.0,1150.0,5,0,1.0,0.0,1,0,3,1,6,0,1.0,0,0,5,2006,11.856515169360305
1703,528120010,60,RL,9.720705889909716,3,Corner,NridgHt,2Story,8,5,2007,2008,VinylSd,None,0.0,PConc,0.0,1582.0,1582.0,5,570,0.0,0.0,2,1,3,1,7,1,2.0,0,368,6,2007,12.468882964346784
793,905452050,30,RL,9.142061531222888,4,Inside,Edwards,1Story,4,6,1941,1950,MetalSd,None,0.0,CBlock,344.0,328.0,672.0,3,0,1.0,0.0,1,0,2,1,4,0,1.0,0,113,8,2009,11.635143097694478
1429,906424010,80,RL,9.346094292953802,2,Corner,SawyerW,SLvl,8,5,1995,1995,VinylSd,BrkFace,302.0,PConc,770.0,631.0,1401.0,5,0,1.0,0.0,2,0,3,1,6,1,3.0,168,42,2,2008,12.323855681186558
648,535352090,30,RL,9.045465728785949,4,Corner,NAmes,1Story,5,6,1945,1950,MetalSd,None,0.0,CBlock,700.0,93.0,793.0,3,0,1.0,0.0,1,0,2,1,4,0,1.0,0,0,8,2009,11.635143097694478
279,908103350,80,RL,8.74909824839902,4,Inside,Edwards,SLvl,6,6,1975,1975,Plywood,None,0.0,CBlock,528.0,480.0,1008.0,3,0,1.0,0.0,1,0,3,1,5,1,1.0,0,0,6,2010,11.737667737648135
1705,528142050,60,RL,9.180808569370145,3,Inside,NridgHt,2Story,8,5,2007,2007,VinylSd,Stone,120.0,PConc,778.0,140.0,918.0,5,1142,1.0,0.0,2,1,3,1,8,2,3.0,172,104,9,2007,12.674512552799726
1257,535380050,50,RL,9.299266581170585,4,Inside,NAmes,1.5Fin,5,6,1945,1950,MetalSd,None,0.0,CBlock,580.0,333.0,913.0,3,510,1.0,0.0,1,1,3,1,6,1,1.0,0,0,4,2008,11.84939770159144
2894,916325040,20,RL,10.821816206435848,3,Inside,Timber,1Story,6,5,1958,1958,Plywood,None,0.0,CBlock,909.0,723.0,1632.0,3,0,1.0,0.0,1,0,2,1,6,2,2.0,0,0,3,2006,12.432267536768098
1062,528142020,60,RL,9.093694189856862,4,Inside,NridgHt,2Story,8,5,2007,2007,VinylSd,Stone,108.0,PConc,40.0,908.0,948.0,5,1140,0.0,0.0,2,1,4,1,10,1,3.0,100,24,6,2008,12.429216196844383
1729,528218020,60,RL,9.233763886919771,4,Inside,Gilbert,2Story,6,5,2005,2006,VinylSd,None,0.0,PConc,0.0,768.0,768.0,5,768,0.0,0.0,2,1,3,1,6,1,2.0,100,38,6,2007,12.078239274020289
1925,535177110,20,RL,9.183585634667363,4,Inside,NAmes,1Story,6,6,1957,1969,Wd Sdng,BrkFace,289.0,CBlock,668.0,525.0,1331.0,4,0,0.0,0.0,1,0,4,1,8,3,2.0,0,0,4,2007,12.071683742491523
415,527455050,160,RL,7.768110378525988,4,Inside,NPkVill,2Story,6,5,1978,1978,Plywood,None,0.0,CBlock,320.0,484.0,804.0,3,744,0.0,1.0,2,1,3,1,7,1,2.0,108,0,7,2009,11.898187865760873
78,531452020,120,RL,8.973604867142505,4,Inside,SawyerW,1Story,6,5,1979,1979,Plywood,None,0.0,CBlock,0.0,918.0,918.0,3,0,0.0,0.0,2,0,2,1,5,1,1.0,28,0,4,2010,11.507912923146684
1756,528280110,60,RL,8.976767625171433,4,Inside,Gilbert,2Story,6,5,1999,2000,VinylSd,None,0.0,PConc,0.0,953.0,953.0,5,694,0.0,0.0,2,1,3,1,7,1,2.0,0,40,8,2007,12.072541252905651
1280,535456100,20,RL,8.881836305004146,4,Inside,NAmes,1Story,5,7,1954,1954,MetalSd,None,0.0,CBlock,0.0,825.0,825.0,3,0,0.0,1.0,1,0,2,1,4,0,1.0,0,0,7,2008,11.603679828238693
1928,535181030,20,RL,9.405495886750224,1,Inside,NAmes,1Story,6,3,1970,1970,Plywood,None,0.0,CBlock,1237.0,420.0,1657.0,4,0,0.0,1.0,2,0,3,1,7,1,2.0,0,0,3,2007,12.004568269319446
2671,903200050,30,RL,8.915432254432663,4,Corner,BrkSide,1Story,4,5,1941,1950,WdShing,None,0.0,CBlock,266.0,522.0,788.0,3,0,0.0,0.0,1,0,2,1,4,2,0.0,0,0,4,2006,11.512925464970229
2501,533125120,60,RL,9.307920700315046,4,Inside,NoRidge,2Story,8,5,1992,1993,HdBoard,BrkFace,692.0,PConc,1118.0,216.0,1334.0,5,1306,1.0,0.0,2,1,3,1,9,3,3.0,177,208,10,2006,12.718896271958837
225,905106170,20,RL,8.965973184210347,4,Inside,Sawyer,1Story,5,5,1968,1968,HdBoard,None,0.0,CBlock,775.0,89.0,864.0,5,0,1.0,0.0,1,0,2,1,4,0,1.0,226,0,5,2010,11.829559359371776
2317,527108010,60,RL,9.87189368094495,3,Corner,Gilbert,2Story,7,5,2005,2006,VinylSd,BrkFace,456.0,PConc,57.0,1335.0,1392.0,5,1070,1.0,0.0,2,1,4,1,9,1,2.0,239,132,3,2006,12.676076274775909
160,535401080,20,RL,9.193194213141211,3,Corner,NAmes,1Story,5,7,1959,2006,Wd Sdng,None,0.0,CBlock,72.0,733.0,1063.0,5,0,1.0,0.0,1,0,3,1,7,1,2.0,364,17,3,2010,11.99535161421452
100,533213030,20,FV,8.390041405755754,2,Inside,Somerst,1Story,7,5,2009,2009,MetalSd,Stone,432.0,PConc,578.0,892.0,1470.0,5,0,1.0,0.0,2,1,2,1,7,1,2.0,0,144,6,2010,12.310432660854417
482,528250040,60,RL,9.008713664124222,3,Inside,Gilbert,2Story,7,5,2003,2003,VinylSd,None,0.0,PConc,494.0,204.0,698.0,5,644,1.0,0.0,2,1,3,1,7,1,2.0,100,56,5,2009,12.089538829274222
177,902128170,30,RM,8.881836305004146,4,Corner,OldTown,1Story,5,7,1940,1992,MetalSd,Stone,294.0,CBlock,510.0,278.0,788.0,3,0,1.0,0.0,1,0,2,1,4,2,1.0,0,0,2,2010,11.686878772093667
1971,535477130,60,RL,8.934586870389676,4,Inside,NAmes,2Story,5,5,1962,1962,VinylSd,BrkFace,288.0,CBlock,540.0,324.0,864.0,3,936,0.0,0.0,2,0,4,1,8,1,1.0,0,168,7,2007,12.040608205802641
484,528275070,60,RL,9.081938657171658,3,Inside,Gilbert,2Story,7,5,2000,2000,VinylSd,None,0.0,PConc,300.0,652.0,952.0,5,1276,0.0,0.0,2,1,4,1,8,1,2.0,224,54,4,2009,12.371587084007746
1561,911370490,120,RM,8.254008590564844,3,Inside,Crawfor,1Story,8,5,2007,2008,CemntBd,Stone,186.0,PConc,1476.0,120.0,1596.0,5,0,1.0,1.0,2,0,2,1,5,1,2.0,162,53,8,2008,12.592912033515141
992,526354070,60,RL,9.312445594913337,4,Inside,NAmes,2Story,6,5,1969,1969,HdBoard,None,0.0,CBlock,500.0,176.0,952.0,3,1020,0.0,0.0,2,1,4,1,9,2,2.0,280,0,6,2008,12.239990863733635
73,531367050,60,RL,9.224440496354964,3,Inside,SawyerW,2Story,7,5,2004,2004,VinylSd,None,0.0,PConc,656.0,300.0,956.0,5,1128,1.0,0.0,2,1,4,1,8,0,2.0,0,45,1,2010,12.358793732547838
2646,902110130,30,RM,8.954286157204713,4,Inside,OldTown,1Story,6,5,1924,1950,MetalSd,None,0.0,BrkTil,143.0,817.0,1032.0,4,0,0.0,0.0,1,0,2,1,5,0,1.0,0,0,6,2006,11.589886506106357
994,527106050,60,RL,9.004422601327041,4,Inside,Gilbert,2Story,6,5,1995,1996,VinylSd,BrkFace,119.0,PConc,476.0,204.0,680.0,4,790,0.0,0.0,2,1,3,1,7,1,2.0,192,49,10,2008,12.013700752882718
2138,907200270,20,RL,9.102977853647683,3,CulDSac,CollgCr,1Story,5,5,1977,1977,CemntBd,None,0.0,CBlock,539.0,501.0,1040.0,3,0,0.0,0.0,1,1,3,1,5,0,2.0,0,0,1,2007,11.812289042195847
2013,903231050,45,RM,8.719317375506371,4,Inside,BrkSide,1.5Unf,5,7,1939,1950,AsbShng,None,0.0,BrkTil,0.0,884.0,884.0,5,0,0.0,0.0,1,0,2,1,5,0,1.0,0,0,7,2007,11.635143097694478
2126,907135080,20,RL,9.714805812589491,2,Inside,CollgCr,1Story,5,5,1996,1996,VinylSd,None,0.0,PConc,549.0,548.0,1097.0,5,0,1.0,0.0,1,1,3,1,6,0,1.0,306,0,7,2007,11.90429164869889
898,908229020,30,RL,8.308938252595778,4,Corner,Edwards,1Story,5,8,1922,1950,Wd Sdng,None,0.0,PConc,0.0,864.0,864.0,5,0,0.0,0.0,1,0,2,1,4,0,0.0,0,96,7,2009,11.511924964636645
1048,527453160,160,RL,7.744136627627991,4,FR2,NPkVill,2Story,6,6,1975,1975,Plywood,None,0.0,CBlock,286.0,275.0,855.0,4,601,0.0,0.0,2,1,4,1,7,0,2.0,0,0,5,2008,11.870599909242044
2676,903231070,50,RM,8.738735461363474,4,Inside,BrkSide,1.5Fin,6,6,1934,1950,Wd Sdng,None,0.0,PConc,0.0,816.0,816.0,3,0,0.0,0.0,1,0,3,1,6,1,2.0,112,0,9,2006,11.648330101976432
2498,532378220,20,RL,9.081256218564645,3,Inside,Sawyer,1Story,5,6,1967,1967,VinylSd,None,0.0,CBlock,659.0,253.0,912.0,3,0,0.0,0.0,1,0,3,1,6,1,1.0,64,0,6,2006,11.769116870330638
296,909427230,70,RL,9.109635667854551,4,Inside,Crawfor,2Story,7,9,1941,2006,CemntBd,None,0.0,Stone,275.0,877.0,1152.0,5,1152,0.0,0.0,2,0,4,1,9,2,1.0,0,60,5,2010,12.493129522588037
354,527161040,80,RL,9.09638749190015,3,Inside,Gilbert,SLvl,7,5,1998,1998,VinylSd,None,0.0,PConc,189.0,195.0,384.0,4,631,0.0,0.0,2,1,3,1,7,1,2.0,256,0,2,2009,12.086725887897607
970,923201100,20,RL,9.434922887484646,3,Inside,Mitchel,1Story,5,7,1968,1968,HdBoard,BrkFace,182.0,CBlock,532.0,476.0,1008.0,4,0,0.0,0.0,1,0,3,1,6,0,1.0,144,0,4,2009,11.845819880243557
884,907420040,60,RL,9.311903687385623,4,Corner,CollgCr,2Story,6,5,2007,2007,VinylSd,None,0.0,PConc,0.0,608.0,608.0,5,788,0.0,0.0,2,1,3,1,6,1,2.0,100,36,7,2009,12.043553716032399
1894,534403290,60,RL,9.082507000466299,4,Inside,NAmes,2Story,6,7,1964,1997,MetalSd,BrkFace,306.0,CBlock,414.0,431.0,845.0,5,1309,0.0,0.0,2,1,5,1,8,1,2.0,0,0,7,2007,12.321630986164447
450,528168030,60,RL,9.492658081928813,3,Inside,NridgHt,2Story,8,5,2003,2004,VinylSd,Stone,186.0,PConc,0.0,1082.0,1082.0,5,1295,0.0,0.0,3,1,4,1,10,1,3.0,114,40,6,2009,12.577636201962656
2031,903450060,50,RM,8.956479847999912,4,Corner,IDOTRR,1.5Fin,7,4,1931,1950,Stucco,BrkFace,600.0,PConc,224.0,816.0,1040.0,5,592,0.0,0.0,1,1,4,1,7,2,1.0,0,0,6,2007,12.040608205802641
949,914465055,20,RL,9.402447229504935,3,CulDSac,Mitchel,1Story,7,5,2004,2005,VinylSd,Stone,108.0,PConc,0.0,1710.0,1710.0,5,0,0.0,0.0,2,0,3,1,7,1,2.0,100,48,4,2009,12.388394202324129
1907,534476080,20,RL,9.169518377455928,4,Inside,NAmes,1Story,5,6,1955,1955,HdBoard,BrkFace,176.0,CBlock,368.0,710.0,1078.0,5,0,1.0,0.0,1,0,2,1,6,0,1.0,0,0,10,2007,11.877568578558138
1906,534475170,60,RL,9.159047077588632,4,Corner,NAmes,2Story,6,6,1964,1978,VinylSd,BrkCmn,272.0,CBlock,442.0,374.0,816.0,3,850,0.0,1.0,1,1,4,1,9,1,2.0,0,52,6,2007,12.013700752882718
549,531452070,120,RL,8.878358040627822,4,Inside,SawyerW,1Story,6,5,1990,1991,Plywood,None,0.0,PConc,0.0,1332.0,1332.0,4,0,0.0,0.0,2,0,2,1,5,0,2.0,0,60,2,2009,11.884489021402711
243,905475510,20,RL,9.323669057283185,3,CulDSac,Edwards,1Story,5,3,1964,1964,Wd Sdng,None,0.0,CBlock,0.0,1250.0,1250.0,5,0,0.0,0.0,2,0,3,1,5,0,2.0,0,144,6,2010,11.643953727376633
2365,527450010,160,RM,7.9229859587111955,4,Inside,BrDale,2Story,6,5,1973,1973,HdBoard,BrkFace,514.0,CBlock,0.0,525.0,525.0,3,567,0.0,0.0,1,1,3,1,6,0,2.0,0,0,12,2006,11.566466231898259
310,914467040,60,RL,9.3101857069459,4,Inside,Mitchel,2Story,8,5,1998,1999,VinylSd,None,0.0,PConc,615.0,434.0,1049.0,5,880,1.0,0.0,2,1,3,1,8,1,3.0,0,70,5,2010,12.448626590364206
1961,535451100,20,RL,8.881836305004146,4,Inside,NAmes,1Story,5,3,1950,1950,WdShing,None,0.0,CBlock,432.0,432.0,864.0,2,0,0.0,0.0,1,1,3,1,6,1,1.0,0,171,11,2007,11.532728092266408
849,907194010,60,RL,9.42706335548747,4,Inside,CollgCr,2Story,7,5,2001,2001,VinylSd,None,0.0,PConc,666.0,278.0,944.0,5,896,1.0,0.0,2,1,3,1,6,0,2.0,0,45,6,2009,12.345834587905333
2018,903233050,70,RM,8.719317375506371,4,Inside,BrkSide,2Story,5,8,1920,2004,MetalSd,None,0.0,BrkTil,0.0,939.0,939.0,5,574,0.0,0.0,1,1,4,1,8,0,1.0,24,0,5,2007,11.831379196088763
1328,903201030,30,RL,8.869398159883518,3,Inside,BrkSide,1Story,5,7,1928,1983,WdShing,None,0.0,BrkTil,406.0,329.0,1008.0,3,0,0.0,0.0,1,0,2,1,5,1,1.0,265,0,7,2008,11.835008964139341
801,906201050,80,RL,9.865526046249009,3,Inside,SawyerW,SLvl,6,5,1983,1983,Wd Sdng,BrkFace,100.0,CBlock,70.0,0.0,520.0,4,0,0.0,0.0,1,1,2,1,5,1,2.0,0,0,9,2009,11.960811288962345
400,527405180,20,RL,9.002085433155724,4,Inside,NAmes,1Story,4,7,1970,1970,MetalSd,None,0.0,CBlock,191.0,673.0,864.0,5,0,0.0,0.0,1,0,3,1,5,0,2.0,0,0,7,2009,11.732060994886899
1650,527325110,60,RL,9.388653907372598,4,Inside,NWAmes,2Story,7,6,1977,1977,WdShing,None,0.0,CBlock,0.0,808.0,808.0,3,808,0.0,0.0,2,1,3,1,8,1,2.0,0,0,11,2007,12.154779351142624
1084,528228465,20,RL,8.065265208897733,4,Inside,Blmngtn,1Story,7,5,2007,2007,VinylSd,BrkFace,16.0,PConc,0.0,1266.0,1266.0,5,0,0.0,0.0,2,0,2,1,6,1,2.0,100,16,3,2008,11.982272628789678
1522,909250040,70,RL,9.194414221425923,4,Inside,SWISU,2Story,5,6,1921,1998,MetalSd,None,0.0,BrkTil,0.0,612.0,612.0,5,1611,0.0,0.0,3,1,4,1,8,0,2.0,183,0,5,2008,12.14950229404178
2496,532378130,20,RL,8.98969370086056,3,Inside,Sawyer,1Story,5,6,1964,1964,HdBoard,None,0.0,CBlock,644.0,268.0,912.0,3,0,0.0,0.0,1,0,3,1,6,0,0.0,0,0,4,2006,11.728036844587175
220,905103060,20,RL,9.33617975681533,3,Inside,Sawyer,1Story,5,6,1957,1996,Wd Sdng,BrkFace,180.0,CBlock,1302.0,90.0,1392.0,3,0,1.0,0.0,1,1,3,1,5,1,2.0,0,0,5,2010,11.70766954176274
1254,535354200,90,RL,9.428350771178645,4,Inside,NAmes,1Story,5,5,1957,1957,Wd Sdng,None,0.0,CBlock,0.0,1824.0,1824.0,2,0,0.0,0.0,2,0,5,2,9,0,2.0,0,0,1,2008,11.891361900690473
1443,907196040,60,RL,9.408535277926427,3,Inside,CollgCr,2Story,7,5,2000,2001,VinylSd,None,0.0,PConc,663.0,265.0,928.0,5,895,1.0,0.0,2,1,3,1,6,0,2.0,192,36,5,2008,12.367340793126296
2885,911370530,120,RM,8.253748343328501,3,Inside,Crawfor,1Story,8,5,2004,2005,CemntBd,Stone,186.0,PConc,1564.0,30.0,1594.0,5,0,1.0,1.0,2,0,2,1,5,1,2.0,128,53,12,2006,12.611537753638338
2920,923228260,160,RM,7.568379267836522,4,Inside,MeadowV,2Story,4,7,1970,1970,CemntBd,None,0.0,CBlock,0.0,546.0,546.0,4,546,0.0,0.0,1,1,3,1,5,0,0.0,0,0,6,2006,11.413105129688017
1197,534225120,90,RL,9.48044384215367,3,Inside,NAmes,1Story,5,5,1965,1965,HdBoard,BrkFace,108.0,CBlock,231.0,1497.0,1728.0,3,0,0.0,0.0,2,0,6,2,10,0,2.0,0,0,11,2008,11.867798786962332
848,907192090,20,RL,9.190953658175992,3,Inside,CollgCr,1Story,7,5,2002,2002,VinylSd,BrkFace,110.0,PConc,788.0,785.0,1573.0,5,0,1.0,0.0,2,0,3,1,6,0,2.0,0,72,3,2009,12.332705296463539
926,909279010,90,RL,9.005159521036145,3,Corner,Crawfor,2.5Unf,7,6,1940,1950,Wd Sdng,None,0.0,BrkTil,246.0,674.0,920.0,5,1240,0.0,0.0,2,1,5,2,13,2,2.0,0,0,7,2009,12.230765258120545
2158,907295040,20,RL,9.75423319944637,2,CulDSac,CollgCr,1Story,8,5,1999,2000,VinylSd,BrkFace,158.0,PConc,915.0,426.0,1341.0,5,0,1.0,0.0,1,1,1,1,5,1,2.0,240,84,1,2007,12.41673867533327
1555,911102090,70,C (all),8.571681376700306,4,Corner,IDOTRR,2Story,4,7,1895,1950,Wd Sdng,None,0.0,Stone,0.0,173.0,173.0,5,536,0.0,0.0,1,0,2,1,6,0,1.0,0,123,7,2008,11.396391648714276
278,908102300,50,RL,9.375176614429117,4,Inside,Edwards,1.5Fin,4,5,1948,1950,VinylSd,None,0.0,CBlock,0.0,744.0,744.0,5,328,0.0,0.0,1,0,2,1,5,0,2.0,0,0,6,2010,11.06663836234181
2522,533253160,120,RL,8.262558973010657,3,Inside,Greens,1Story,8,5,1978,1978,Wd Sdng,None,0.0,CBlock,652.0,48.0,1226.0,3,0,1.0,0.0,1,0,1,1,4,1,2.0,133,60,7,2006,12.043553716032399
2683,903234030,30,RM,8.699514748210191,4,Inside,OldTown,1Story,6,6,1925,1980,MetalSd,None,0.0,BrkTil,397.0,706.0,1103.0,4,0,0.0,0.0,1,0,2,1,5,1,2.0,166,120,7,2006,11.612770799939945
2173,908127070,20,RL,9.016755622903517,4,Inside,Edwards,1Story,6,6,1960,1960,HdBoard,Stone,198.0,CBlock,0.0,1179.0,1179.0,4,0,0.0,0.0,1,0,2,1,5,0,2.0,0,0,6,2007,11.608235644774552
894,908201040,20,RL,9.14899674173513,4,Inside,Edwards,1Story,5,9,1947,2008,VinylSd,None,0.0,CBlock,0.0,698.0,698.0,5,0,0.0,1.0,1,0,2,1,4,0,0.0,0,200,6,2009,11.678439903447801
1066,528170070,60,RL,9.270964993792617,4,Inside,NridgHt,2Story,7,5,2003,2004,VinylSd,BrkFace,292.0,PConc,866.0,132.0,998.0,5,1040,1.0,0.0,2,1,3,1,8,1,3.0,320,62,8,2008,12.556729517143344
1261,535402120,60,RL,9.132054453577638,3,Inside,NAmes,2Story,6,6,1962,1962,HdBoard,BrkFace,318.0,CBlock,319.0,539.0,858.0,5,858,0.0,0.0,1,1,4,1,8,1,2.0,0,84,3,2008,12.049418835484797
537,531369010,60,RL,9.271247306879705,3,Corner,SawyerW,2Story,7,5,2004,2004,VinylSd,None,0.0,PConc,0.0,835.0,835.0,5,941,0.0,0.0,2,1,3,1,8,0,2.0,146,91,1,2009,12.170445467887022
2301,923275010,20,RL,9.305650551780507,2,Corner,Mitchel,1Story,5,6,1976,2003,Plywood,None,0.0,PConc,1090.0,0.0,1090.0,3,0,1.0,0.0,1,1,3,1,6,0,2.0,0,44,6,2007,11.813030057420567
2854,909253080,70,RL,9.148358579620302,4,Inside,Crawfor,2.5Unf,7,8,1919,1950,MetalSd,None,0.0,BrkTil,0.0,818.0,818.0,3,818,0.0,0.0,1,1,4,1,7,1,1.0,0,0,9,2006,12.025749091398891
2649,902128020,20,RM,8.881836305004146,4,Inside,OldTown,1Story,4,5,1950,1950,MetalSd,None,0.0,CBlock,0.0,576.0,576.0,5,0,0.0,0.0,1,0,2,1,5,0,1.0,0,0,8,2006,11.56171562913966
2776,907180120,20,RL,9.236397906295473,3,Inside,CollgCr,1Story,7,5,1999,1999,VinylSd,BrkFace,183.0,PConc,1162.0,426.0,1588.0,5,0,0.0,0.0,2,0,3,1,6,0,2.0,158,29,8,2006,12.273731294003989
2403,528172150,60,RL,9.48910782703839,3,Corner,NridgHt,2Story,8,5,2004,2004,VinylSd,BrkFace,112.0,PConc,994.0,426.0,1420.0,5,488,1.0,0.0,2,1,3,1,9,1,3.0,168,127,2,2006,12.538967060803502
2355,527375160,80,RL,9.261983605128021,4,Inside,NWAmes,SLvl,6,6,1975,2000,Plywood,BrkFace,248.0,CBlock,548.0,127.0,675.0,3,766,0.0,0.0,3,0,3,1,8,1,2.0,48,28,6,2006,12.125404742462718
1983,902201130,50,RM,8.699514748210191,4,Inside,OldTown,1.5Fin,3,7,1948,2002,MetalSd,None,0.0,CBlock,331.0,318.0,649.0,5,504,0.0,0.0,1,1,2,1,6,0,1.0,0,176,6,2007,11.695247021764184
547,531450120,60,RL,8.949365142352965,4,Inside,SawyerW,2Story,6,6,1992,1992,HdBoard,None,0.0,PConc,52.0,400.0,816.0,5,897,0.0,0.0,2,1,3,1,6,0,2.0,0,91,11,2009,12.052338545588132
1842,533208070,160,FV,8.35490952835879,3,Inside,Somerst,2Story,7,5,2006,2007,MetalSd,None,0.0,PConc,0.0,625.0,625.0,5,625,0.0,0.0,2,1,2,1,5,0,2.0,0,54,6,2007,12.011880916165731
2748,906204180,60,RL,9.403272107882152,3,Inside,SawyerW,2Story,6,4,1989,1989,HdBoard,BrkFace,232.0,CBlock,549.0,319.0,868.0,5,1246,0.0,0.0,2,1,4,1,9,1,2.0,0,245,11,2006,12.250089530946948
2425,528228430,120,RM,8.030084094267563,4,Inside,Blmngtn,1Story,7,5,2004,2004,VinylSd,BrkFace,18.0,PConc,1059.0,306.0,1365.0,5,0,1.0,0.0,2,0,2,1,7,1,2.0,143,20,9,2006,12.323855681186558
2837,908227040,50,RL,9.037176752966994,4,FR2,Edwards,1.5Fin,5,3,1910,1996,Wd Sdng,None,0.0,PConc,0.0,658.0,658.0,3,526,0.0,0.0,1,0,5,1,8,0,0.0,0,151,5,2006,11.302204433654575
2114,906402070,60,RL,9.572480355345974,3,Inside,SawyerW,2Story,7,5,1988,1989,Plywood,BrkFace,128.0,CBlock,1065.0,92.0,1157.0,5,882,1.0,0.0,2,1,3,1,7,1,2.0,60,55,4,2007,12.531772785169476
1890,534278190,20,RL,9.068776807654396,4,Inside,NAmes,1Story,5,7,1960,1960,CemntBd,None,0.0,CBlock,0.0,894.0,894.0,3,0,0.0,0.0,1,0,3,1,5,0,1.0,0,0,1,2007,11.675044314446664
